Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.93,-0.33,-0.15,0.14,-2.1,-0.98
-0.94,-0.32,-0.14,0.63,-1.96,-1.05
-0.94,-0.33,-0.14,0.63,-2.1,-0.91
-0.93,-0.33,-0.14,0.35,-2.31,-0.84
-0.93,-0.33,-0.14,-0.21,-2.31,-1.05
-0.93,-0.33,-0.14,-0.07,-2.45,-0.84
-0.93,-0.33,-0.14,-0.28,-2.24,-0.77
-0.93,-0.33,-0.14,0.21,-2.38,-0.56
-0.93,-0.33,-0.14,0.21,-2.45,-0.63
-0.93,-0.33,-0.14,0.07,-2.45,-0.42
-0.94,-0.33,-0.14,0.35,-2.1,-0.63
-0.94,-0.32,-0.14,0.7,-2.38,-0.56
-0.93,-0.33,-0.14,0.7,-2.31,-0.77
-0.93,-0.33,-0.14,0.42,-2.24,-0.84
-0.93,-0.32,-0.14,0.42,-2.31,-0.84
-0.94,-0.33,-0.14,0.63,-2.52,-0.77
-0.93,-0.32,-0.14,0.63,-2.31,-0.7
-0.93,-0.33,-0.14,0.35,-2.24,-0.77
-0.93,-0.33,-0.13,-0.07,-2.45,-0.84
-0.94,-0.33,-0.14,-0.35,-2.52,-0.91
-0.93,-0.33,-0.14,-0.56,-2.52,-1.19
-0.93,-0.33,-0.14,-0.21,-2.45,-1.12
-0.93,-0.33,-0.14,0.07,-2.52,-0.91
-0.93,-0.33,-0.15,0.07,-2.38,-1.05
-0.93,-0.33,-0.14,0.07,-2.1,-1.26
-0.93,-0.33,-0.14,0.28,-2.38,-1.12
-0.93,-0.33,-0.15,0.14,-2.38,-1.19
-0.93,-0.33,-0.14,0.28,-2.31,-1.19
-0.94,-0.33,-0.13,-0.21,-2.31,-1.19
-0.94,-0.32,-0.13,0.14,-2.45,-1.33
-0.93,-0.33,-0.14,0.28,-2.59,-1.05
-0.93,-0.34,-0.14,0.07,-2.45,-0.91
-0.93,-0.34,-0.14,-0.21,-2.38,-0.98
-0.93,-0.33,-0.14,-0.07,-2.45,-0.91
-0.93,-0.33,-0.14,0.14,-2.38,-0.91
-0.93,-0.33,-0.14,0.07,-2.38,-1.05
-0.93,-0.33,-0.15,0.21,-2.52,-0.98
-0.94,-0.33,-0.14,0.35,-2.31,-1.33
-0.93,-0.33,-0.14,0.14,-2.38,-1.33
-0.93,-0.33,-0.14,0.14,-2.31,-1.47
-0.93,-0.33,-0.14,0.56,-2.24,-1.4
-0.93,-0.33,-0.14,0.49,-2.31,-1.54
-0.93,-0.33,-0.14,0.42,-2.17,-1.47
-0.93,-0.33,-0.14,0.35,-2.31,-1.47
-0.93,-0.33,-0.14,0.21,-2.38,-1.4
-0.93,-0.33,-0.14,0.21,-2.38,-0.98
-0.93,-0.33,-0.14,0.28,-2.38,-0.84
-0.93,-0.33,-0.13,0.35,-2.45,-0.7
-0.94,-0.33,-0.14,0.35,-2.45,-0.63
-0.94,-0.32,-0.14,0.28,-2.31,-0.77
-0.94,-0.32,-0.14,0.14,-2.31,-0.84
-0.94,-0.32,-0.14,0.42,-2.31,-0.84
-0.93,-0.33,-0.14,0.42,-2.31,-1.05
-0.93,-0.33,-0.14,0.63,-2.24,-1.12
-0.93,-0.33,-0.14,0.56,-2.31,-1.47
-0.93,-0.33,-0.14,0.56,-2.45,-1.54
-0.93,-0.34,-0.14,-0.21,-2.66,-1.89
-0.93,-0.34,-0.14,-0.63,-2.66,-1.68
-0.93,-0.34,-0.13,-0.49,-2.38,-1.75
-0.93,-0.33,-0.13,-0.28,-2.59,-1.19
-0.94,-0.33,-0.14,0.07,-2.59,-0.84
-0.94,-0.33,-0.13,-0.07,-2.31,-0.77
-0.94,-0.33,-0.14,0.21,-2.52,-0.7
-0.93,-0.33,-0.14,0,-2.31,-0.35
-0.93,-0.33,-0.14,0.07,-1.82,-0.7
-0.93,-0.33,-0.14,0.7,-2.03,-0.63
-0.93,-0.33,-0.15,1.26,-2.31,-0.7
-0.93,-0.33,-0.15,0.98,-2.03,-1.12
-0.93,-0.34,-0.14,0.7,-2.1,-1.54
-0.93,-0.34,-0.14,0.21,-2.31,-1.4
-0.93,-0.34,-0.14,-0.14,-2.52,-1.33
-0.93,-0.34,-0.14,-0.35,-2.45,-1.19
-0.93,-0.34,-0.14,-0.28,-2.59,-0.84
-0.93,-0.34,-0.14,-0.42,-2.45,-0.77
-0.93,-0.34,-0.13,-0.14,-2.31,-0.42
-0.93,-0.33,-0.13,0.07,-2.1,-0.49
-0.94,-0.33,-0.14,0.49,-2.1,-0.7
-0.94,-0.33,-0.14,0.91,-1.75,-0.56
-0.94,-0.33,-0.14,0.63,-1.82,-0.77
-0.93,-0.33,-0.14,1.05,-2.03,-0.98
-0.93,-0.33,-0.15,1.33,-2.17,-1.05
-0.93,-0.33,-0.14,0.7,-2.17,-1.26
-0.93,-0.33,-0.14,0.35,-2.24,-1.26
-0.93,-0.34,-0.14,-0.14,-2.45,-1.05
-0.93,-0.34,-0.13,-0.63,-2.52,-0.7
-0.93,-0.33,-0.14,-0.98,-2.31,-0.77
-0.94,-0.33,-0.14,-0.7,-2.38,-0.63
-0.94,-0.33,-0.14,-0.14,-2.24,-0.49
-0.94,-0.33,-0.14,0.28,-2.24,-0.56
-0.93,-0.33,-0.14,0.7,-2.1,-0.77
-0.93,-0.33,-0.14,0.63,-2.1,-0.63
-0.93,-0.33,-0.14,0.49,-1.89,-0.77
-0.93,-0.33,-0.15,0.84,-2.31,-0.7
-0.93,-0.33,-0.14,0.7,-2.31,-0.56
-0.93,-0.34,-0.14,0.63,-2.45,-0.49
-0.93,-0.33,-0.14,0.28,-2.59,-0.49
-0.93,-0.34,-0.14,0.14,-2.59,-0.56
-0.93,-0.33,-0.14,0.14,-2.24,-0.77
-0.94,-0.33,-0.14,0.21,-2.38,-0.77
-0.94,-0.33,-0.14,0.07,-2.1,-0.7
-0.93,-0.33,-0.14,0.21,-2.24,-0.49
-0.93,-0.34,-0.14,-0.14,-2.24,-0.63
-0.93,-0.34,-0.14,-0.14,-2.24,-0.77
-0.93,-0.34,-0.14,-0.07,-2.45,-0.84
-0.93,-0.33,-0.14,0.07,-2.24,-0.84
-0.93,-0.33,-0.15,0.42,-2.24,-0.63
-0.93,-0.33,-0.14,0.35,-2.31,-0.56
-0.93,-0.33,-0.14,0.28,-2.38,-0.63
-0.94,-0.33,-0.14,0.42,-2.31,-0.7
-0.94,-0.33,-0.14,0.7,-2.31,-0.42
-0.94,-0.33,-0.14,0.42,-2.24,-0.56
-0.94,-0.33,-0.14,0.21,-2.38,-0.49
-0.93,-0.33,-0.14,0.14,-2.24,-0.42
-0.93,-0.33,-0.14,0.63,-2.24,-0.14
-0.93,-0.33,-0.14,0.14,-2.24,-0.35
-0.94,-0.33,-0.14,-0.21,-2.24,-0.49
-0.94,-0.32,-0.14,0.07,-2.31,-0.42
-0.93,-0.33,-0.15,0.07,-2.45,-0.49
-0.93,-0.33,-0.15,0.49,-2.38,-0.98
-0.93,-0.33,-0.14,0.07,-2.45,-1.19
-0.93,-0.33,-0.14,0.21,-2.52,-1.12
-0.93,-0.33,-0.14,0.21,-2.52,-0.98
-0.93,-0.34,-0.14,0.14,-2.66,-0.98
-0.93,-0.34,-0.14,0.21,-2.52,-0.7
-0.93,-0.34,-0.14,0.21,-2.24,-0.56
-0.93,-0.34,-0.14,0.14,-2.24,-0.42
-0.94,-0.33,-0.14,0.28,-2.24,-0.49
-0.93,-0.33,-0.14,0.07,-2.24,-0.63
-0.93,-0.33,-0.14,0.42,-2.31,-0.63
-0.93,-0.33,-0.14,-0.14,-2.03,-0.63
-0.94,-0.33,-0.14,0.21,-2.38,-1.19
-0.93,-0.32,-0.14,0.42,-2.45,-0.98
-0.93,-0.33,-0.14,0.56,-2.38,-0.77
-0.93,-0.33,-0.14,0.07,-2.31,-0.77
-0.93,-0.33,-0.14,-0.49,-2.45,-0.91
-0.93,-0.33,-0.14,-0.21,-2.52,-0.77
-0.93,-0.33,-0.14,0,-2.45,-1.05
-0.93,-0.33,-0.14,0.56,-2.31,-0.91
-0.94,-0.33,-0.14,0.63,-2.31,-0.98
-0.93,-0.34,-0.14,0.35,-2.52,-0.84
-0.93,-0.34,-0.14,0.28,-2.31,-0.84
-0.93,-0.33,-0.13,0.42,-2.59,-0.63
-0.93,-0.33,-0.13,0.07,-2.45,-0.49
-0.94,-0.33,-0.14,-0.07,-2.31,-0.77
-0.94,-0.32,-0.14,0.07,-2.38,-0.56
-0.93,-0.33,-0.14,-17.78,-2.31,-0.84
-0.93,-0.33,-0.14,0.21,-2.52,-0.7
-0.93,-0.33,-0.14,-0.35,-2.31,-0.98
-0.93,-0.33,-0.14,-0.28,-2.45,-0.84
-0.93,-0.33,-0.14,-0.35,-2.73,-0.7
-0.93,-0.33,-0.14,0.14,-2.94,-0.7
-0.93,-0.33,-0.14,0.21,-2.52,-0.84
-0.93,-0.33,-0.14,0.21,-2.52,-0.77
-0.93,-0.34,-0.13,0.14,-2.38,-0.63
-0.93,-0.33,-0.14,0,-2.45,-0.84
-0.94,-0.33,-0.14,0,-2.17,-0.91
-0.93,-0.33,-0.14,-0.14,-2.1,-0.84
-0.93,-0.33,-0.14,0.28,-2.1,-1.05
-0.93,-0.33,-0.15,0.35,-2.31,-0.91
-0.93,-0.33,-0.15,0.28,-2.45,-0.77
-0.93,-0.33,-0.14,0.35,-2.52,-0.7
-0.94,-0.33,-0.14,-0.07,-2.52,-0.7
-0.94,-0.33,-0.13,-0.42,-2.66,-0.91
-0.94,-0.33,-0.14,-0.42,-2.59,-0.84
-0.93,-0.33,-0.14,-0.42,-2.31,-0.84
-0.93,-0.33,-0.14,-0.21,-2.31,-0.91
-0.93,-0.33,-0.14,-0.28,-2.17,-1.26
-0.93,-0.33,-0.14,0,-2.24,-1.19
-0.93,-0.33,-0.14,0.07,-2.31,-1.19
-0.93,-0.33,-0.14,0.07,-2.38,-0.98
-0.93,-0.32,-0.14,0.21,-2.59,-0.77
-0.94,-0.33,-0.14,0.35,-2.73,-0.63
-0.94,-0.33,-0.14,-0.21,-2.45,-0.91
-0.94,-0.33,-0.13,0.07,-2.66,-0.91
-0.93,-0.33,-0.14,0.35,-2.38,-0.98
-0.93,-0.33,-0.15,0.28,-2.24,-1.05
-0.93,-0.33,-0.14,0.21,-2.38,-0.63
-0.93,-0.33,-0.14,-0.14,-2.52,-0.56
-0.93,-0.33,-0.14,0,-2.24,-0.84
-0.93,-0.34,-0.14,0.28,-2.31,-0.77
-0.94,-0.34,-0.13,0.14,-2.24,-0.91
-0.94,-0.33,-0.14,0.28,-2.38,-0.91
-0.93,-0.32,-0.14,0.56,-2.38,-0.84
-0.93,-0.33,-0.15,0.56,-2.38,-0.91
-0.93,-0.33,-0.14,0.21,-2.31,-1.19
-0.93,-0.33,-0.14,-0.07,-2.45,-0.84
-0.93,-0.33,-0.14,0.21,-2.45,-0.7
-0.93,-0.33,-0.14,0.28,-2.31,-0.91
-0.94,-0.33,-0.14,0.35,-2.45,-0.84
-0.94,-0.33,-0.14,0.7,-2.38,-0.84
-0.93,-0.34,-0.14,0.63,-2.31,-0.49
-0.93,-0.34,-0.13,0.7,-2.24,-0.7
-0.93,-0.34,-0.13,0.84,-2.17,-0.28
-0.93,-0.34,-0.14,0.98,-2.03,-0.35
-0.93,-0.34,-0.14,1.75,-1.89,0
-0.93,-0.35,-0.14,1.47,-1.89,-0.21
-0.93,-0.35,-0.14,1.4,-1.61,-0.14
-0.93,-0.34,-0.14,1.26,-1.61,-0.56
-0.93,-0.34,-0.14,1.26,-1.68,-0.56
-0.93,-0.33,-0.14,1.05,-1.33,-0.63
-0.93,-0.33,-0.14,1.33,-1.75,-0.49
-0.93,-0.33,-0.14,0.91,-1.96,-0.56
-0.94,-0.33,-0.13,0.49,-1.96,-0.49
-0.94,-0.33,-0.13,0.35,-2.03,-0.35
-0.93,-0.33,-0.13,0.21,-1.82,-0.28
-0.93,-0.32,-0.14,0.35,-1.89,-0.28
-0.94,-0.32,-0.14,0.56,-1.89,-0.35
-0.93,-0.32,-0.14,1.05,-2.24,-0.28
-0.94,-0.32,-0.14,0.42,-2.1,-0.56
-0.94,-0.32,-0.14,0.07,-2.1,-0.7
-0.94,-0.32,-0.14,-0.07,-2.38,-1.05
-0.94,-0.33,-0.14,0.28,-2.38,-0.77
-0.94,-0.32,-0.14,-0.14,-2.45,-1.26
-0.94,-0.32,-0.14,0.07,-2.45,-1.19
-0.93,-0.33,-0.14,-0.14,-2.31,-1.26
-0.93,-0.33,-0.14,-0.35,-2.31,-1.12
-0.93,-0.33,-0.14,-0.28,-2.52,-0.77
-0.94,-0.33,-0.14,-0.28,-2.45,-0.56
-0.93,-0.33,-0.14,0.35,-2.24,-0.14
-0.93,-0.34,-0.14,0.42,-2.17,-0.28
-0.93,-0.34,-0.14,0.63,-2.1,-0.21
-0.93,-0.33,-0.14,0.91,-2.03,-0.14
-0.93,-0.33,-0.14,0.98,-1.75,-0.42
-0.94,-0.33,-0.14,1.12,-1.68,-0.35
-0.93,-0.33,-0.14,0.98,-1.89,-0.49
-0.93,-0.33,-0.14,1.12,-1.89,-0.42
-0.93,-0.33,-0.14,0.84,-2.1,-0.7
-0.93,-0.34,-0.14,0.42,-2.1,-0.7
-0.93,-0.33,-0.14,0.07,-2.31,-0.91
-0.93,-0.33,-0.14,-0.21,-2.38,-0.84
-0.94,-0.32,-0.14,-0.56,-2.38,-0.98
-0.94,-0.32,-0.14,-0.63,-2.38,-1.05
-0.94,-0.32,-0.14,-0.56,-2.52,-0.77
-0.93,-0.33,-0.14,-0.42,-2.73,-0.56
-0.93,-0.33,-0.14,-0.56,-2.52,-0.7
-0.94,-0.33,-0.14,-0.07,-2.45,-0.63
-0.94,-0.33,-0.14,0.21,-2.31,-0.84
-0.93,-0.33,-0.14,0.42,-2.31,-0.49
-0.93,-0.33,-0.14,0.42,-2.17,-0.56
-0.94,-0.33,-0.14,0.49,-2.52,-0.35
-0.94,-0.33,-0.14,0.42,-2.59,-0.56
-0.93,-0.32,-0.14,0.42,-2.45,-0.7
-0.93,-0.33,-0.14,0.21,-2.38,-0.7
-0.93,-0.33,-0.14,-0.21,-2.45,-0.91
-0.93,-0.33,-0.14,-0.56,-2.52,-1.05
-0.93,-0.33,-0.14,-0.63,-2.66,-0.91
-0.93,-0.34,-0.14,-0.7,-2.52,-0.84
-0.93,-0.34,-0.14,-1.19,-2.45,-1.05
-0.93,-0.33,-0.14,-0.56,-2.45,-0.7
-0.93,-0.33,-0.14,-0.28,-2.24,-1.05
-0.94,-0.33,-0.14,0.42,-2.38,-0.56
-0.93,-0.33,-0.14,0.49,-2.24,-0.56
-0.93,-0.33,-0.15,0.35,-2.24,-0.42
-0.93,-0.33,-0.14,0.42,-2.24,-0.56
-0.93,-0.32,-0.14,0.77,-2.59,-0.35
-0.93,-0.33,-0.14,0.56,-2.52,-0.49
-0.94,-0.32,-0.14,-0.21,-2.45,-0.91
-0.94,-0.32,-0.14,-0.07,-2.66,-0.98
-0.94,-0.32,-0.14,-0.42,-2.59,-1.19
-0.93,-0.33,-0.15,-0.42,-2.52,-1.33
-0.93,-0.33,-0.14,-0.84,-2.52,-1.47
-0.93,-0.34,-0.14,-0.49,-2.87,-1.12
-0.93,-0.34,-0.14,-0.42,-2.66,-0.91
-0.93,-0.33,-0.13,0,-2.59,-0.63
-0.93,-0.33,-0.14,0.21,-2.45,-0.42
-0.93,-0.33,-0.14,0.07,-2.24,-0.49
-0.94,-0.32,-0.14,0.21,-2.45,-0.49
-0.94,-0.33,-0.14,0.63,-2.52,-0.56
-0.93,-0.32,-0.14,0.56,-2.52,-0.91
-0.93,-0.32,-0.14,0.77,-2.52,-0.84
-0.93,-0.33,-0.14,0.63,-2.66,-1.05
-0.93,-0.34,-0.14,-0.28,-2.31,-1.12
-0.93,-0.34,-0.14,-0.42,-2.59,-0.98
-0.93,-0.33,-0.14,-0.28,-2.66,-1.05
-0.93,-0.34,-0.14,-0.14,-2.52,-0.98
-0.93,-0.34,-0.14,-0.14,-2.38,-0.7
-0.93,-0.33,-0.13,-0.14,-2.52,-0.7
-0.94,-0.33,-0.13,-0.28,-2.52,-0.63
-0.93,-0.32,-0.14,-0.42,-2.31,-1.26
-0.93,-0.32,-0.14,17.71,-2.52,-0.84
-0.93,-0.33,-0.15,0.21,-2.38,-0.98
-0.93,-0.34,-0.14,0.42,-2.38,-0.98
-0.93,-0.34,-0.14,0.35,-2.45,-1.05
-0.93,-0.33,-0.14,0.77,-2.17,-0.98
-0.93,-0.33,-0.14,0.84,-2.03,-0.91
-0.93,-0.32,-0.14,0.77,-2.17,-0.63
-0.94,-0.32,-0.13,0.14,-2.31,-0.77
-0.94,-0.32,-0.13,0.14,-2.52,-0.56
-0.94,-0.33,-0.13,0,-2.52,-0.49
-0.94,-0.33,-0.14,-0.28,-2.52,-0.49
-0.94,-0.32,-0.14,0,-2.45,-0.77
-0.94,-0.32,-0.14,0.49,-2.45,-0.77
-0.93,-0.33,-0.14,0.21,-2.66,-0.7
-0.93,-0.33,-0.14,0,-2.38,-0.98
-0.93,-0.33,-0.14,0.7,-2.52,-0.7
-0.93,-0.34,-0.14,0.98,-2.38,-0.63
-0.93,-0.34,-0.14,1.19,-2.24,-0.56
-0.93,-0.33,-0.14,0.91,-1.96,-0.77
-0.93,-0.33,-0.13,0.91,-2.24,-0.56
-0.94,-0.33,-0.13,0.63,-2.17,-1.05
-0.93,-0.33,-0.13,-0.35,-2.31,-1.05
-0.93,-0.33,-0.13,-0.14,-2.38,-0.7
-0.93,-0.33,-0.13,0.14,-2.38,-0.49
-0.93,-0.34,-0.13,0.14,-2.03,-0.84
-0.93,-0.33,-0.13,0.49,-1.96,-0.7
-0.93,-0.33,-0.14,0.98,-1.82,-0.42
-0.93,-0.33,-0.14,1.26,-1.4,-0.56
-0.94,-0.33,-0.14,0.84,-1.4,-0.56
-0.94,-0.32,-0.13,0.84,-1.4,-0.49
-0.94,-0.31,-0.13,1.54,-1.68,-0.84
-0.95,-0.31,-0.13,2.31,-2.03,-1.05
-0.94,-0.3,-0.15,2.03,-1.75,-0.91
-0.94,-0.3,-0.15,1.05,-1.54,-0.91
-0.94,-0.31,-0.14,0.35,-2.17,-0.98
-0.93,-0.31,-0.14,0.21,-2.73,-1.12
-0.93,-0.31,-0.14,-0.21,-2.66,-1.54
-0.93,-0.32,-0.13,0.42,-2.45,-1.33
-0.94,-0.34,-0.14,1.19,-2.38,-0.84
-0.94,-0.35,-0.14,1.61,-2.1,-0.98
-0.93,-0.35,-0.14,1.4,-1.68,-0.98
-0.93,-0.34,-0.13,2.24,-1.4,-0.98
-0.92,-0.34,-0.14,2.87,-1.12,-1.12
-0.93,-0.33,-0.15,2.8,-0.91,-1.4
