Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-1.74,-1.22,-0.63,-47.95,-34.37,126.63
-1.51,-1.04,-0.61,-20.02,-34.37,125.79
-1.15,-0.88,-0.65,-1.47,-37.45,135.52
-1.08,-0.64,-0.53,0.35,-38.5,144.13
-1.08,-0.55,-0.3,-9.87,-45.43,142.94
-0.9,-0.6,-0.13,-17.57,-46.27,143.08
-0.74,-0.6,-0.12,-25.27,-35.35,143.08
-0.72,-0.58,-0.18,-37.31,-31.99,141.47
-0.69,-0.57,-0.21,-46.83,-33.81,140.49
-0.66,-0.54,-0.1,-59.5,-38.43,138.25
-0.64,-0.55,-0.08,-71.61,-40.46,134.61
-0.63,-0.54,-0.09,-81.2,-38.57,123.06
-0.64,-0.58,-0.15,-86.31,-37.66,111.86
-0.63,-0.59,-0.2,-93.24,-42.42,99.61
-0.58,-0.62,-0.22,-96.53,-45.29,88.13
-0.55,-0.61,-0.19,-100.73,-43.68,75.11
-0.51,-0.65,-0.19,-105.21,-41.86,60.48
-0.4,-0.72,-0.22,-108.01,-40.11,48.86
-0.29,-0.76,-0.24,-103.81,-32.76,41.51
-0.25,-0.75,-0.26,-98.7,-21.35,32.48
-0.25,-0.82,-0.28,-93.66,-17.15,25.13
-0.28,-0.88,-0.26,-78.82,-16.24,17.22
-0.32,-0.94,-0.19,-64.68,-17.92,8.4
-0.35,-0.97,-0.02,-53.41,-13.16,-1.96
-0.48,-1.03,0.13,-34.93,-5.74,-12.11
-0.57,-0.79,0.07,-12.18,5.88,-12.11
-0.7,-0.5,-0.01,-0.42,22.61,-5.11
-0.88,-0.09,0.11,12.53,35.35,14
-1.21,0.36,0.34,6.86,44.87,38.5
-1.49,0.61,0.54,7.07,45.08,45.08
-1.63,0.81,0.13,4.34,15.47,32.9
-1.47,1.32,0.42,4.48,-3.85,17.85
-1.58,1.94,0.55,30.59,9.38,17.85
-2.01,2.44,0.53,50.82,8.89,25.27
-1.88,1.99,0.44,43.47,-0.49,22.54
-1.49,1.15,0.13,17.43,-5.46,22.89
-1.21,0.58,0.01,-13.72,-10.71,17.01
-0.95,0.12,-0.09,-40.11,-7.42,5.04
-0.69,-0.3,-0.22,-62.3,3.92,-13.09
-0.43,-0.61,-0.35,-66.08,21.07,-42.42
-0.31,-0.74,-0.3,-61.04,39.06,-76.44
-0.65,-0.64,-0.14,-52.15,54.46,-87.5
-1.3,-0.38,0.32,-40.81,34.51,-70.21
-1.72,-0.11,0.44,-32.13,8.05,-34.16
-1.67,0.17,0.22,-8.82,18.34,-14.07
-1.4,0.03,0.11,10.36,45.92,-36.26
-1.34,-0.03,0.12,36.47,94.71,-71.75
-1.3,-0.21,0.04,62.16,118.58,-80.29
-1.23,-0.99,-0.32,136.71,125.23,-34.3
-1.07,-1.2,-0.52,189.35,106.82,-4.97
-0.45,-1.48,-0.42,172.9,56.35,-40.88
-0.07,-1.93,-0.25,141.26,55.16,-79.66
-0.09,-1.92,-0.34,82.74,75.11,-82.46
-0.42,-1.01,-0.64,75.95,66.36,-67.2
-0.71,-0.56,-0.64,83.44,41.86,-69.3
-0.85,-0.34,-0.53,66.29,49.63,-65.31
-1.04,-0.24,-0.55,37.52,50.75,-65.24
-1.14,-0.23,-0.57,14.63,47.18,-64.19
-1.13,-0.19,-0.6,-7.42,41.93,-62.79
-1.13,-0.27,-0.64,-7.35,28.56,-65.94
-1.17,-0.23,-0.6,3.36,14,-78.4
-1.12,-0.25,-0.5,23.38,5.18,-86.45
-1.02,-0.19,-0.4,33.11,-0.42,-94.5
-0.98,-0.19,-0.39,36.19,-9.66,-100.03
-0.99,-0.16,-0.41,36.12,-14.42,-104.37
-0.91,-0.17,-0.4,34.93,-17.85,-102.9
-0.8,-0.23,-0.36,38.43,-19.46,-100.31
-0.75,-0.19,-0.26,30.45,-18.76,-95.27
-0.72,-0.17,-0.14,15.75,-16.31,-89.67
-0.79,-0.2,-0.08,4.69,-7.7,-86.03
-0.88,-0.13,-0.07,-5.67,-4.69,-84.7
-0.91,-0.24,0.04,-9.31,3.08,-78.47
-0.99,-0.19,0.1,18.13,19.32,-76.51
-1.07,-0.2,0.05,33.39,20.23,-74.06
-1.05,-0.16,0.01,46.48,18.48,-71.33
-0.99,-0.08,-0.11,48.37,23.1,-67.62
-0.98,-0.01,-0.22,48.23,25.34,-66.85
-0.97,0.02,-0.27,43.12,22.19,-66.71
-0.92,0,-0.27,32.41,20.86,-68.53
-0.92,-0.05,-0.26,21.77,20.79,-72.31
-0.95,-0.18,-0.28,13.86,19.67,-76.51
-0.99,-0.29,-0.31,7.84,15.05,-80.5
-1.01,-0.27,-0.33,0.84,9.8,-81.83
-1,-0.2,-0.35,-2.52,3.57,-80.85
-1,-0.11,-0.33,-5.11,-0.42,-78.05
-1.03,0,-0.3,-5.46,-1.75,-73.92
-1.09,0.06,-0.27,-7.21,-2.73,-71.12
-1.16,0.04,-0.26,-10.15,-5.74,-67.62
-1.21,-0.05,-0.26,-16.87,-9.38,-63.21
-1.24,-0.12,-0.24,-26.46,-13.02,-56.21
-1.28,-0.14,-0.15,-33.74,-18.62,-48.02
-1.28,-0.13,-0.03,-30.52,-24.64,-40.81
-1.27,-0.08,0.05,-16.52,-28,-31.43
-1.28,-0.02,0.06,6.65,-32.27,-24.22
-1.26,0.01,0,19.6,-35,-14.07
-1.34,0.04,-0.06,25.34,-37.52,-2.45
-1.49,0.14,-0.06,24.08,-42.14,11.55
-1.74,0.28,-0.06,24.29,-55.37,24.43
-1.67,0.47,-0.03,29.26,-67.97,41.44
-1.71,0.65,0.02,39.41,-78.68,62.65
-1.7,0.77,0.08,43.96,-86.31,79.1
-1.38,0.73,-0.08,31.43,-77.49,88.97
-1.23,0.43,-0.35,-2.87,-71.54,96.32
-1,0.16,-0.5,-44.38,-66.5,106.19
-0.86,-0.17,-0.43,-61.88,-60.69,113.75
-0.8,-0.41,-0.3,-66.85,-54.6,121.38
-0.83,-0.7,-0.29,-55.37,-45.85,130.34
-0.94,-0.88,-0.44,-49.63,-33.25,133.91
-1.15,-0.95,-0.49,-43.05,-10.08,136.36
-1.52,-0.93,-0.59,-37.1,-19.04,130.13
-1.64,-1.09,-0.54,-36.89,-33.11,123.06
-1.56,-1.14,-0.52,-21.7,-35.21,117.46
-1.33,-0.96,-0.46,-7.56,-32.41,119.7
-1.12,-0.66,-0.49,-15.96,-34.02,132.02
-0.98,-0.58,-0.46,-10.29,-32.13,140.42
-0.95,-0.61,-0.43,-4.34,-40.95,142.94
-0.86,-0.61,-0.35,-8.05,-49.07,146.44
-0.74,-0.59,-0.21,-15.82,-46.06,147.7
-0.71,-0.54,-0.16,-24.29,-40.11,145.39
-0.73,-0.49,-0.2,-33.74,-37.38,141.96
-0.71,-0.45,-0.19,-43.54,-38.5,136.92
-0.66,-0.44,-0.15,-57.82,-36.4,130.69
-0.67,-0.42,-0.15,-63.98,-32.97,120.47
-0.72,-0.42,-0.2,-76.65,-31.5,111.16
-0.73,-0.45,-0.2,-85.05,-33.32,100.59
-0.69,-0.51,-0.2,-89.88,-36.54,90.79
-0.66,-0.55,-0.19,-91.91,-35.98,78.47
-0.62,-0.62,-0.18,-93.45,-35.7,67.97
-0.55,-0.67,-0.19,-96.74,-35.91,57.75
-0.44,-0.72,-0.2,-98.42,-33.04,49
-0.35,-0.78,-0.2,-96.11,-25.41,39.97
-0.3,-0.81,-0.21,-93.03,-17.92,29.26
-0.26,-0.83,-0.2,-83.93,-12.67,19.39
-0.24,-0.82,-0.18,-72.45,-7.7,7.42
-0.25,-0.81,-0.08,-61.25,-3.29,0.21
-0.35,-0.85,0.06,-48.3,8.89,-3.5
-0.49,-0.75,0.01,-18.62,21.91,-3.85
-0.64,-0.55,-0.12,-5.25,33.18,-3.57
-0.78,-0.35,-0.03,6.44,42.28,0.84
-0.92,0,0.03,9.38,53.55,9.87
-1.18,0.42,0.19,0.77,57.05,27.44
-1.39,0.72,0.46,-11.83,44.31,27.93
-1.65,1.11,0.34,-20.23,12.11,16.38
-1.65,1.48,0.47,-7.7,3.5,13.16
-1.93,2.08,0.62,21.56,4.69,26.53
-2.04,2.24,0.5,35.63,-2.45,19.11
-1.74,1.57,0.18,16.1,-3.71,13.44
-1.46,0.77,0,-13.86,-7.14,9.59
-1.08,0.23,-0.12,-35.98,-8.47,4.27
-0.78,-0.12,-0.24,-55.09,3.64,-5.95
-0.58,-0.39,-0.34,-71.33,18.97,-26.88
-0.37,-0.66,-0.26,-69.79,36.12,-58.45
-0.32,-0.73,-0.25,-61.18,55.37,-84.49
-0.77,-0.52,0.04,-47.53,56,-83.58
-1.3,-0.36,0.34,-42.14,31.85,-64.82
-1.6,-0.24,0.45,-26.88,12.46,-43.4
-1.45,-0.2,0.26,-9.38,26.88,-41.65
-1.34,-0.16,0.16,10.15,61.32,-64.54
-1.4,-0.08,0.1,26.6,97.16,-85.05
-1.58,-0.26,-0.14,61.53,133.14,-83.93
-1.65,-0.86,-0.48,135.1,146.02,-28.98
-1.24,-0.94,-0.74,166.67,95.97,-13.58
-0.39,-1.5,-0.7,181.65,54.95,-46.9
-0.12,-1.79,-0.44,163.17,58.31,-84.63
-0.06,-1.69,-0.34,108.22,61.04,-90.16
-0.17,-1.18,-0.39,78.05,52.5,-73.85
-0.41,-0.64,-0.45,62.23,45.15,-73.78
-0.72,-0.44,-0.5,49.77,46.62,-71.61
-0.93,-0.28,-0.51,25.48,41.65,-70.42
-1.09,-0.22,-0.52,-0.56,40.04,-68.53
-1.1,-0.21,-0.55,-17.15,35.56,-66.08
-1.11,-0.2,-0.59,-14.63,24.78,-65.59
-1.14,-0.21,-0.52,5.88,18.55,-67.9
-1.13,-0.13,-0.42,19.6,11.62,-75.74
-1.07,-0.17,-0.36,36.12,10.29,-84.35
-0.98,-0.14,-0.31,53.41,5.74,-87.78
-1.02,-0.19,-0.41,48.37,-3.57,-91.42
-0.98,-0.26,-0.48,62.02,-8.26,-91.63
-0.9,-0.16,-0.36,54.39,-15.75,-87.78
-0.82,-0.18,-0.3,43.54,-19.39,-84
-0.86,-0.14,-0.23,39.83,-16.03,-77.42
-0.84,-0.07,-0.11,24.15,-12.88,-69.02
-0.88,-0.1,-0.02,1.05,-3.15,-62.79
-0.86,-0.09,0.1,25.48,22.33,-57.75
-0.99,-0.07,0.11,39.69,28.49,-52.64
-1.07,-0.14,0,50.19,26.74,-48.58
-1.04,-0.13,-0.1,58.1,31.78,-50.12
-1.02,-0.13,-0.23,55.65,31.36,-52.57
-0.88,-0.12,-0.34,45.15,24.22,-53.27
-0.95,-0.12,-0.35,34.02,18.34,-55.23
-0.9,-0.13,-0.3,24.01,15.89,-57.82
-0.87,-0.16,-0.24,19.04,14.56,-60.27
-0.85,-0.22,-0.25,14.91,13.93,-61.95
-0.84,-0.3,-0.29,10.92,15.61,-64.54
-0.87,-0.38,-0.34,7.77,16.73,-67.34
-0.91,-0.41,-0.35,6.23,14.42,-68.88
-0.95,-0.37,-0.32,6.23,11.34,-69.65
-0.98,-0.29,-0.27,8.05,7.91,-68.81
-1.01,-0.18,-0.2,9.66,6.72,-66.57
-1.04,-0.08,-0.18,10.15,6.37,-63.56
-1.06,-0.01,-0.19,9.73,5.6,-59.22
-1.09,-0.05,-0.23,8.05,4.62,-56.28
-1.15,-0.11,-0.26,3.36,0.77,-51.8
-1.22,-0.13,-0.24,-8.4,-4.13,-45.5
-1.25,-0.14,-0.21,-11.62,-11.69,-38.92
-1.22,-0.14,-0.13,-5.74,-18.9,-32.97
-1.2,-0.13,-0.08,3.15,-25.97,-26.46
-1.15,-0.13,-0.06,11.55,-30.94,-18.2
-1.16,-0.08,-0.04,14.7,-31.43,-7.14
-1.23,0.06,0.01,19.74,-31.71,6.02
-1.35,0.16,0.1,30.38,-33.25,17.64
-1.45,0.3,0.19,56.56,-38.08,31.92
-1.51,0.46,0.22,74.2,-46.55,48.3
-1.56,0.6,0.16,81.41,-57.05,61.74
-1.62,0.66,0.14,78.75,-65.8,78.26
-1.56,0.65,-0.02,69.16,-67.48,89.46
-1.46,0.52,-0.25,44.87,-64.47,101.15
-1.25,0.42,-0.45,3.99,-60.48,109.69
-1.16,0.18,-0.52,-52.92,-60.9,120.96
-1.07,-0.16,-0.27,-64.68,-50.26,124.11
-1.07,-0.52,-0.33,-75.32,-35.42,131.46
-1.05,-0.99,-0.43,-69.3,-28.07,136.57
-1.15,-1.14,-0.48,-50.75,-18.27,140.77
-1.42,-1.18,-0.57,-31.99,-16.8,138.11
-1.55,-1.23,-0.68,-27.72,-38.29,133.98
-1.46,-1.24,-0.63,-13.44,-43.47,124.6
-1.32,-1.17,-0.54,-3.92,-39.76,116.9
-1.11,-0.9,-0.44,1.4,-40.18,121.73
-1.01,-0.63,-0.42,14.77,-39.06,131.39
-1.16,-0.46,-0.25,26.67,-40.04,129.29
-1.03,-0.49,-0.08,20.58,-37.94,127.61
-0.83,-0.61,-0.09,6.16,-32.06,131.74
-0.76,-0.64,-0.13,-3.43,-29.89,136.57
-0.77,-0.63,-0.12,-11.48,-30.73,137.9
-0.73,-0.66,-0.1,-14.7,-34.37,136.5
-0.68,-0.62,-0.04,-20.65,-37.24,134.75
-0.64,-0.61,-0.01,-24.43,-36.68,128.1
-0.61,-0.6,-0.02,-27.86,-33.18,117.39
-0.6,-0.55,-0.07,-41.93,-33.39,105
-0.56,-0.58,-0.16,-47.32,-34.86,93.1
-0.52,-0.54,-0.22,-55.02,-37.59,79.03
-0.46,-0.53,-0.2,-66.57,-36.19,61.95
-0.39,-0.55,-0.2,-73.78,-31.5,49.77
-0.29,-0.56,-0.23,-77.42,-22.33,38.08
-0.24,-0.62,-0.27,-77.21,-13.58,27.44
-0.21,-0.65,-0.28,-79.94,-8.82,18.13
-0.19,-0.69,-0.28,-73.43,-3.08,11.76
-0.2,-0.74,-0.27,-57.47,1.05,10.57
-0.25,-0.76,-0.19,-39.97,0.84,3.5
-0.33,-0.77,-0.12,-23.38,6.37,0.98
-0.57,-0.73,0.01,-4.06,19.67,2.66
-0.73,-0.54,-0.01,9.73,28.98,3.85
-0.88,-0.21,-0.09,7.56,38.01,15.82
-1.16,0.27,0.13,-4.62,42.35,37.8
-1.45,0.61,0.44,-18.27,39.34,47.25
-1.66,0.96,0.23,-22.19,8.96,33.53
-1.57,1.24,0.48,-13.23,-7.42,22.61
-1.69,1.88,0.64,20.86,4.69,23.94
-2,2.43,0.58,49,5.6,20.72
-1.87,2.11,0.42,33.67,4.76,10.36
-1.51,1.31,0.08,8.12,-0.07,13.51
-1.24,0.56,0,-17.5,-3.85,11.69
-0.97,-0.01,-0.11,-38.71,-2.38,4.2
-0.63,-0.35,-0.19,-57.47,13.09,-15.54
-0.46,-0.66,-0.27,-66.15,27.37,-47.88
-0.39,-0.76,-0.21,-66.57,49,-79.73
-0.88,-0.6,0,-50.4,58.24,-81.97
-1.49,-0.3,0.35,-41.02,31.43,-60.55
-1.76,-0.08,0.41,-48.79,5.95,-25.2
-1.62,-0.07,0.25,-27.02,30.45,-19.6
-1.31,-0.11,0.16,-5.81,51.73,-43.19
-1.29,-0.05,0.1,23.59,90.44,-74.41
-1.32,-0.18,-0.02,49.91,119.35,-80.99
-1.31,-0.73,-0.4,103.53,136.64,-38.01
-0.87,-0.97,-0.82,174.02,86.8,-4.41
-0.26,-1.25,-0.54,169.68,60.69,-34.37
0.06,-1.83,-0.47,154.91,68.32,-75.95
-0.02,-1.97,-0.54,109.13,74.9,-87.15
-0.38,-1.27,-0.64,69.16,51.38,-67.76
-0.52,-0.69,-0.42,65.45,37.94,-63.84
-0.86,-0.39,-0.38,50.47,51.38,-56.49
-1.14,-0.26,-0.49,21,42.21,-55.23
-1.2,-0.28,-0.52,3.92,37.17,-54.74
-1.17,-0.2,-0.57,-3.15,37.03,-57.33
-1.01,-0.15,-0.66,-6.65,27.86,-62.79
-1.07,-0.18,-0.68,13.93,21.77,-68.46
-1.06,-0.17,-0.58,31.29,19.67,-79.17
-1.01,-0.23,-0.46,38.78,13.44,-88.2
-0.95,-0.2,-0.39,41.93,-0.7,-93.31
-0.96,-0.22,-0.42,35.21,-9.45,-96.53
-0.93,-0.26,-0.44,31.99,-10.85,-98.28
-0.77,-0.36,-0.44,55.3,-9.17,-95.97
-0.74,-0.26,-0.24,40.88,-8.75,-90.58
-0.77,-0.25,-0.21,24.01,-10.92,-82.74
-0.78,-0.3,-0.17,22.12,-6.93,-78.26
-0.86,-0.25,-0.09,20.44,3.5,-74.76
-0.96,-0.17,-0.1,12.88,1.05,-73.57
-0.91,-0.25,0.02,29.19,20.65,-67.62
-1.02,-0.17,0.06,50.12,29.68,-65.59
-1.1,-0.1,0.01,58.66,23.52,-63.56
-1.07,-0.02,-0.03,63.28,21.21,-60.55
-1,0.04,-0.17,59.01,24.29,-59.08
-0.98,0.08,-0.25,49.7,24.78,-59.5
-0.94,0.06,-0.31,29.54,22.19,-60.06
-0.91,-0.06,-0.31,19.81,19.74,-62.3
-0.9,-0.19,-0.3,15.05,17.99,-65.94
-0.9,-0.3,-0.28,13.79,16.38,-69.93
-0.92,-0.35,-0.3,13.51,15.54,-72.17
-0.96,-0.33,-0.33,13.93,12.39,-72.45
-1.01,-0.26,-0.36,13.79,7.14,-70.84
-1.03,-0.18,-0.35,14.63,6.16,-68.25
-1.06,-0.1,-0.31,16.59,6.65,-65.03
-1.08,-0.03,-0.26,16.24,5.67,-61.53
-1.09,-0.01,-0.24,14.14,4.69,-58.31
-1.13,-0.07,-0.25,11.34,3.36,-56.42
-1.22,-0.14,-0.27,6.65,-3.01,-53.83
-1.27,-0.16,-0.24,-1.82,-8.4,-48.23
-1.28,-0.16,-0.22,-5.18,-14.28,-42.63
-1.24,-0.14,-0.13,-0.77,-19.95,-38.08
-1.19,-0.12,-0.1,7.35,-26.95,-34.72
-1.11,-0.19,-0.11,11.62,-33.11,-27.79
-1.08,-0.19,-0.13,12.25,-33.74,-18.9
-1.18,-0.09,-0.11,7.77,-33.25,-9.17
-1.3,0.03,-0.03,7.28,-36.33,0.42
-1.42,0.16,0.1,19.32,-42.28,14.14
-1.51,0.34,0.3,42.91,-52.78,29.26
-1.51,0.51,0.38,67.97,-61.39,44.73
-1.47,0.66,0.3,86.45,-60.9,60.83
-1.47,0.69,0.18,87.01,-56.35,73.29
-1.45,0.63,-0.05,75.74,-56,81.83
-1.32,0.51,-0.24,40.67,-58.17,95.41
-1.24,0.36,-0.41,-6.16,-56.49,106.05
-1.19,0.15,-0.48,-46.62,-61.6,116.9
-1.09,-0.18,-0.34,-62.58,-53.83,123.27
-1.03,-0.62,-0.34,-75.6,-38.43,129.08
-1.01,-0.94,-0.46,-70.84,-20.37,132.44
-1.16,-1.09,-0.51,-44.03,-15.96,139.09
-1.28,-1.03,-0.58,-28,-19.11,140.63
-1.51,-1.1,-0.67,-23.87,-34.86,133
-1.5,-1.21,-0.64,-10.78,-42.14,121.1
-1.31,-1.03,-0.57,4.2,-40.88,121.1
-1.04,-0.72,-0.54,18.27,-35.63,133
-1.08,-0.49,-0.56,25.62,-39.76,137.27
-1.06,-0.39,-0.34,20.3,-38.01,135.31
-0.91,-0.42,-0.21,4.48,-36.19,137.48
-0.76,-0.47,-0.23,-5.88,-30.59,138.95
-0.73,-0.49,-0.26,-17.78,-26.74,140.14
-0.73,-0.53,-0.26,-28.56,-29.26,140.63
-0.71,-0.51,-0.24,-38.15,-34.86,139.23
-0.67,-0.52,-0.18,-46.41,-37.31,134.47
-0.67,-0.51,-0.15,-56.7,-35.77,125.65
-0.68,-0.53,-0.18,-65.38,-35.7,115.15
-0.65,-0.53,-0.17,-73.29,-35.42,101.92
-0.62,-0.49,-0.18,-83.58,-35.7,84.84
-0.59,-0.5,-0.2,-94.5,-34.23,70.21
-0.51,-0.54,-0.22,-104.93,-31.15,58.31
-0.42,-0.59,-0.26,-108.71,-28.98,49.7
-0.32,-0.67,-0.28,-103.18,-21.77,41.86
-0.27,-0.72,-0.3,-98.14,-17.29,34.58
-0.25,-0.76,-0.29,-93.03,-14.14,27.86
-0.22,-0.8,-0.28,-84.84,-8.75,19.46
-0.26,-0.83,-0.21,-70.56,-5.95,14.42
-0.37,-0.81,-0.06,-54.04,-1.33,8.19
-0.55,-0.82,0.09,-34.58,5.18,6.3
-0.64,-0.64,0.02,-21.91,11.83,6.65
-0.72,-0.43,0.01,-19.25,22.26,7.7
-0.91,-0.18,0.14,-14.7,37.45,35.21
-1.21,0.35,0.3,-7.49,41.44,37.1
-1.37,0.72,0.59,-14.91,37.59,35.84
-1.63,1,0.28,-22.26,1.05,21.14
-1.52,1.3,0.44,-4.27,-8.12,9.31
-1.73,1.91,0.66,24.92,3.64,13.23
-2.07,2.33,0.61,41.51,-1.54,18.2
-1.8,1.79,0.35,22.89,-2.1,14.56
-1.5,0.87,0.05,-5.53,-2.8,11.13
-1.24,0.36,-0.04,-34.3,-3.5,8.61
-0.89,0,-0.16,-52.64,3.85,-1.4
-0.6,-0.32,-0.33,-63.35,17.85,-24.64
-0.42,-0.64,-0.13,-60.13,37.73,-60.76
-0.85,-0.78,0.28,-58.94,33.53,-86.38
-1.6,-0.51,0.66,-40.74,12.32,-52.71
-1.8,0.07,0.38,-29.61,6.79,-8.82
-1.52,0.19,-0.02,-12.18,31.78,-7.77
-1.36,0.01,0.13,35.42,73.22,-38.99
-1.28,-0.03,0.22,58.1,119.49,-73.08
-1.1,-0.34,-0.03,98.7,143.22,-67.83
-0.93,-1.06,-0.61,204.82,127.54,-8.33
-0.5,-1.38,-0.74,281.19,81.62,-4.55
-0.01,-1.85,-0.57,252,37.94,-59.64
0.24,-2.22,-0.51,175.14,65.24,-105.42
-0.15,-1.91,-0.65,71.33,68.46,-76.58
-0.49,-0.9,-0.76,19.74,41.86,-86.8
-0.77,-0.62,-0.5,17.01,45.36,-75.46
-1.06,-0.27,-0.43,20.3,48.58,-69.65
-1.3,-0.17,-0.46,8.61,36.26,-60.76
-1.33,-0.14,-0.51,2.45,28.77,-58.17
-1.19,-0.12,-0.58,-0.91,27.72,-62.44
-1.14,-0.09,-0.66,6.23,24.85,-71.33
-1.09,-0.12,-0.69,22.33,19.53,-80.5
-1.02,-0.17,-0.52,44.17,16.52,-89.04
-0.99,-0.15,-0.37,47.67,3.99,-99.89
-0.96,-0.14,-0.29,39.41,-7.07,-105.98
-1,-0.16,-0.32,38.71,-14.7,-111.02
-0.88,-0.16,-0.2,5.88,-10.57,-107.59
-0.9,-0.31,-0.37,28.28,-17.78,-108.08
-0.85,-0.21,-0.25,32.9,-26.18,-102.83
-0.83,-0.19,-0.19,17.99,-21.35,-102.06
-0.84,-0.25,-0.17,-3.99,-17.92,-97.09
-0.85,-0.16,-0.18,-28.21,-14.7,-95.27
-0.83,-0.29,-0.06,-33.67,4.69,-87.64
-0.9,-0.24,0.01,-3.43,18.27,-88.9
-0.99,-0.23,0.01,12.46,16.45,-87.85
-1.01,-0.23,-0.01,26.18,10.43,-86.03
-0.97,-0.15,-0.06,24.78,9.24,-81.83
-0.93,-0.11,-0.1,24.43,15.4,-79.66
-0.96,-0.06,-0.11,28.35,18.27,-79.03
-0.94,-0.11,-0.1,30.45,21.77,-78.61
-0.94,-0.21,-0.13,30.8,24.5,-77.63
-0.98,-0.26,-0.2,32.2,25.76,-75.88
-1.03,-0.24,-0.27,31.5,24.43,-75.32
-1.06,-0.17,-0.3,28.28,21.28,-73.99
-1.09,-0.08,-0.32,24.5,18.13,-71.89
-1.13,0,-0.32,21,14.07,-69.86
-1.14,0.05,-0.3,16.66,10.78,-67.83
-1.19,0.03,-0.29,9.94,7.28,-66.01
-1.23,-0.03,-0.3,3.29,2.03,-62.37
-1.25,-0.08,-0.27,-4.69,-3.99,-56
-1.27,-0.07,-0.21,-9.73,-10.57,-45.85
-1.26,-0.05,-0.13,-7.63,-35.49,-38.15
-1.23,-0.01,-0.05,2.52,-25.27,-31.92
-1.2,0.01,-0.04,14.21,-28.49,-23.8
-1.16,0.02,-0.09,17.78,-32.06,-12.67
-1.22,0.07,-0.13,12.95,-34.16,0.14
-1.38,0.16,-0.05,4.83,-39.69,12.6
-1.54,0.23,0.13,4.76,-51.24,29.89
-1.61,0.35,0.34,27.93,-60.62,46.41
-1.57,0.5,0.36,66.22,-60.69,62.86
-1.58,0.57,0.33,93.59,-59.78,76.44
-1.52,0.54,0.11,86.52,-56.35,87.36
-1.4,0.4,-0.28,56.98,-52.29,96.32
-1.24,0.34,-0.44,14.42,-53.41,103.11
-1.05,0.06,-0.39,-28.42,-50.26,113.12
-0.91,-0.19,-0.3,-49.77,-33.67,117.95
-0.89,-0.57,-0.31,-70.07,-21.56,125.16
-0.94,-1,-0.41,-58.1,-16.66,130.48
-1.1,-1.13,-0.52,-25.27,-15.12,136.71
-1.2,-1.03,-0.58,-14.49,-10.78,138.53
-1.56,-1.04,-0.61,-24.43,-30.73,125.02
