Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-1.35,0.03,0.53,2.38,43.89,-20.37
-1.62,0.01,0.44,2.31,57.82,15.75
-1.9,-0.19,0.26,11.62,63.77,36.89
-1.92,-0.3,-0.21,29.12,57.19,44.45
-1.47,-0.4,-0.95,47.6,1.68,35.35
-1.08,-0.41,-1.08,70.42,-35.49,32.48
-1,-0.26,-0.36,57.4,-27.79,35.21
-1.1,-0.14,-0.13,56.14,8.89,54.39
-1.05,0.13,-0.44,82.25,21.91,78.47
-0.91,0.14,-1.03,80.08,-3.85,77.91
-0.73,0.16,-1.24,56.49,-5.46,61.88
-1.13,0.07,-1.21,7.91,13.16,27.16
-1.56,0.17,-0.7,-20.51,16.24,4.9
-2.01,0.27,-0.37,-31.85,13.72,-0.77
-2.2,0.41,-0.17,-20.79,15.33,-3.22
-1.95,0.3,-0.28,-18.62,1.96,-15.33
-1.32,0.01,-0.62,-16.8,-32.76,-22.82
-0.83,-0.26,-0.89,-5.46,-36.54,-26.74
-0.51,-0.52,-0.99,-2.66,-25.62,-34.58
-0.43,-0.75,-0.92,-15.54,-6.44,-45.15
-0.48,-0.89,-0.64,-31.29,22.4,-56
-0.69,-0.89,-0.4,-31.78,40.95,-55.16
-0.91,-0.77,-0.31,-5.11,41.65,-47.39
-1,-0.56,-0.35,26.67,39.41,-40.95
-0.99,-0.35,-0.39,45.71,36.12,-38.08
-0.95,-0.2,-0.38,45.01,34.86,-38.22
-1.01,-0.06,-0.26,33.04,34.79,-40.18
-1.11,0.05,-0.13,19.11,34.86,-42.42
-1.2,0.16,-0.02,11.76,31.78,-42.7
-1.22,0.21,0.01,8.89,23.8,-41.72
-1.14,0.19,-0.03,7.07,6.51,-42.98
-0.96,0.08,-0.14,7.84,-3.5,-45.08
-0.81,0.01,-0.22,6.3,-6.09,-45.43
-0.72,-0.02,-0.26,0.49,-3.92,-45.78
-0.7,-0.03,-0.24,-5.74,1.68,-44.45
-0.75,-0.03,-0.21,-9.03,7.07,-42.42
-0.81,-0.01,-0.2,-7.14,7.42,-39.76
-0.86,0.03,-0.19,-4.48,4.76,-37.03
-0.87,0.09,-0.19,-5.53,0.84,-34.16
-0.87,0.14,-0.18,-8.68,-3.71,-31.78
-0.84,0.21,-0.13,-14.98,-7.49,-30.73
-0.82,0.27,-0.08,-21.49,-10.43,-30.59
-0.78,0.29,-0.05,-26.39,-14.7,-29.4
-0.76,0.25,-0.06,-29.54,-20.93,-28.07
-0.82,0.2,-0.07,-32.27,-23.66,-25.41
-0.96,0.18,-0.06,-34.3,-22.54,-20.86
-1.1,0.18,-0.01,-34.58,-20.37,-17.01
-1.18,0.17,-0.02,-34.02,-22.89,-14.98
-1.11,0.13,-0.11,-33.46,-31.15,-16.38
-0.91,0.09,-0.25,-36.47,-44.38,-20.65
-0.67,0.05,-0.34,-39.97,-48.86,-23.38
-0.58,0.05,-0.31,-43.96,-44.45,-23.87
-0.53,0.02,-0.24,-43.75,-34.37,-22.33
-0.57,0.01,-0.17,-43.26,-26.81,-21.7
-0.6,-0.03,-0.27,-40.11,-27.44,-23.31
-0.59,-0.1,-0.4,-40.04,-29.33,-28.42
-0.64,-0.16,-0.48,-41.51,-24.29,-33.11
-0.79,-0.19,-0.49,-41.65,-15.75,-35.07
-0.93,-0.17,-0.44,-33.53,-7.91,-31.71
-1.02,-0.06,-0.43,-26.67,-7.77,-26.88
-1.01,0.02,-0.36,-25.13,-9.8,-25.06
-0.95,0.07,-0.34,-26.95,-13.02,-25.97
-0.88,0.04,-0.36,-27.3,-19.11,-25.9
-0.91,0.04,-0.35,-22.96,-21,-27.86
-0.97,0.05,-0.37,-18.9,-23.8,-32.55
-1.03,0.04,-0.36,-19.32,-25.41,-39.48
-1.11,0.07,-0.3,-22.33,-23.66,-46.34
-1.22,0.14,-0.31,-27.79,-26.46,-51.59
-1.32,0.31,-0.41,-38.64,-39.76,-51.73
-1.39,0.41,-0.47,-57.26,-71.47,-45.57
-1.46,0.47,-0.46,-77.28,-59.57,-34.51
-1.51,0.47,-0.46,-92.89,-61.39,-18.55
-1.52,0.47,-0.48,-97.93,-69.02,3.36
-1.52,0.42,-0.49,-103.53,-81.48,28.63
-1.65,0.23,-0.61,-104.3,-93.31,57.33
-1.66,-0.06,-0.75,-98.21,-99.68,81.55
-1.54,-0.43,-0.89,-86.59,-94.36,108.99
-1.46,-0.76,-1.02,-60.13,-77.42,136.85
-1.32,-1.02,-1,-18.83,-48.3,163.38
-1.2,-0.86,-0.83,-7.56,-18.13,170.73
-0.81,-0.5,-0.65,-10.15,44.8,174.16
-0.9,-0.16,-0.36,-43.26,29.82,137.55
-0.82,0.09,-0.49,-52.92,29.26,118.65
-0.79,0.13,-0.38,-71.33,6.51,94.71
-1.03,0.18,-0.36,-100.87,-4.34,72.94
-0.93,0.03,-0.24,-86.31,-1.47,60.48
-1.17,0.08,-0.23,-93.03,-8.61,56.91
-1.27,0.03,-0.36,-95.48,-8.61,60.62
-1.27,-0.13,-0.45,-96.39,-7.14,60.55
-1.21,-0.23,-0.43,-102.48,-9.73,54.46
-1.05,-0.29,-0.36,-109.9,-15.54,46.83
-0.88,-0.34,-0.26,-110.11,-12.25,40.95
-0.77,-0.36,-0.19,-110.53,-7.7,36.26
-0.7,-0.36,-0.17,-114.03,-3.08,32.2
-0.62,-0.37,-0.13,-115.99,3.99,28
-0.6,-0.35,-0.18,-119.49,9.45,19.39
-0.57,-0.36,-0.22,-121.03,14.77,10.99
-0.55,-0.35,-0.25,-122.01,16.73,0.63
-0.54,-0.34,-0.27,-117.88,17.22,-9.31
-0.55,-0.34,-0.27,-111.65,14.7,-16.38
-0.56,-0.34,-0.26,-105.56,14.7,-21.49
-0.59,-0.36,-0.23,-97.93,16.52,-26.46
-0.63,-0.39,-0.18,-90.23,17.08,-30.24
-0.69,-0.39,-0.14,-82.04,16.94,-33.18
-0.69,-0.38,-0.09,-75.39,16.87,-33.32
-0.79,-0.38,-0.04,-64.75,16.24,-31.57
-0.88,-0.34,0.03,-58.17,15.61,-27.51
-0.94,-0.25,0.05,-56.49,15.61,-23.8
-1.03,-0.07,0.02,-59.22,19.39,-20.72
-1.13,0.1,0.04,-60.13,20.79,-20.23
-1.21,0.3,0.05,-56.77,21.28,-21
-1.3,0.45,0.07,-51.66,17.57,-18.34
-1.32,0.54,0.11,-47.67,14.77,-13.16
-1.21,0.67,0.03,-44.59,24.43,-11.83
-1.17,0.68,-0.08,-44.31,32.2,-13.65
-1.18,0.72,-0.12,-43.05,28.49,-10.5
-1.19,0.77,-0.13,-39.41,18.83,-1.89
-1.21,0.8,-0.11,-41.16,13.44,5.81
-1.2,0.79,-0.12,-50.61,12.32,8.61
-1.18,0.71,-0.18,-62.93,11.76,5.88
-1.11,0.61,-0.23,-75.46,11.69,0.21
-1.02,0.48,-0.24,-85.33,11.34,-9.66
-0.91,0.28,-0.25,-90.3,13.09,-18.9
-0.8,0.11,-0.28,-89.53,17.85,-27.65
-0.74,-0.04,-0.33,-83.79,23.03,-38.43
-0.85,-0.2,-0.38,-76.86,25.06,-50.61
-1.16,-0.35,-0.33,-77,22.19,-54.95
-1.47,-0.33,-0.05,-75.88,7.7,-43.75
-1.55,-0.16,0.11,-60.97,-2.59,-25.76
-1.64,-0.01,0.23,-37.03,-4.13,-21.42
-1.84,0.08,0.3,-20.86,3.78,-24.85
-1.91,-0.02,0.14,-17.57,11.34,-27.16
-1.74,-0.27,-0.11,-13.58,3.22,-18.27
-1.07,-0.53,-0.47,2.73,-45.43,3.5
-0.19,-0.57,-0.63,14.98,-74.69,-17.01
0.02,-0.59,-0.7,26.32,-66.22,-15.75
0.08,-0.69,-0.64,36.54,-32.41,-28.77
-0.07,-0.75,-0.64,50.54,-7.84,-42.07
-0.21,-0.78,-0.77,79.03,15.96,-51.52
-0.43,-0.5,-0.91,56.07,39.69,-57.89
-0.72,-0.23,-0.85,2.94,52.43,-68.04
-1.08,-0.07,-0.81,-39.41,42.84,-81.41
-1.34,0.04,-0.74,-53.27,27.09,-81.97
-1.36,0.09,-0.61,-50.54,8.54,-82.67
-1.27,0.18,-0.44,-41.09,1.82,-86.31
-1.15,0.3,-0.3,-34.16,3.43,-90.23
-1,0.27,-0.27,-28.14,10.01,-90.02
-0.89,0.12,-0.38,-14.42,13.72,-82.18
-0.8,-0.1,-0.51,0.21,13.16,-66.36
-0.73,-0.26,-0.59,15.82,13.58,-58.59
-0.77,-0.38,-0.56,25.97,18.9,-55.65
-0.83,-0.39,-0.43,23.94,22.75,-57.4
-0.83,-0.45,-0.36,18.41,26.46,-60.62
-0.86,-0.46,-0.29,11.2,31.01,-65.38
-0.83,-0.49,-0.15,14.91,37.38,-67.9
-0.88,-0.4,-0.19,10.29,32.76,-72.45
-0.89,-0.33,-0.23,5.32,23.94,-73.36
-0.91,-0.23,-0.25,-1.75,18.13,-75.53
-0.94,-0.14,-0.24,-7.07,20.44,-76.65
-0.95,-0.06,-0.23,-12.32,22.12,-76.72
-0.95,-0.01,-0.23,-16.8,22.61,-76.72
-0.95,0.04,-0.24,-17.71,21.98,-75.46
-0.94,0.05,-0.27,-20.02,19.74,-75.6
-0.92,0.04,-0.32,-24.22,17.64,-75.81
-0.91,-0.02,-0.36,-29.82,15.61,-75.11
-0.9,-0.1,-0.37,-34.3,13.93,-73.43
-0.91,-0.14,-0.4,-35.91,12.81,-72.38
-0.89,-0.19,-0.39,-36.89,13.3,-70.7
-0.88,-0.23,-0.36,-37.8,14.07,-69.37
-0.88,-0.23,-0.34,-38.36,14.7,-68.6
-0.9,-0.21,-0.31,-38.99,14.49,-68.81
-0.92,-0.19,-0.29,-38.36,13.86,-68.39
-0.94,-0.17,-0.28,-34.3,12.25,-67.69
-0.95,-0.17,-0.29,-30.1,10.08,-67.9
-0.94,-0.16,-0.31,-29.61,7.49,-68.95
-0.91,-0.18,-0.33,-29.68,6.72,-69.93
-0.88,-0.2,-0.37,-30.8,5.67,-71.4
-0.87,-0.2,-0.41,-33.81,4.2,-72.8
-0.86,-0.19,-0.45,-41.3,3.99,-74.83
-0.88,-0.25,-0.44,-38.43,6.51,-73.29
-0.88,-0.27,-0.43,-36.26,10.08,-71.4
-0.91,-0.27,-0.44,-35.07,9.94,-68.67
-0.92,-0.29,-0.42,-33.74,7.7,-66.29
-0.93,-0.29,-0.39,-33.11,5.46,-62.44
-0.95,-0.31,-0.37,-37.73,7.07,-56.42
-0.93,-0.32,-0.27,-42.7,15.4,-44.24
-1.06,-0.5,-0.28,-31.08,21.91,-37.31
-1.04,-0.55,-0.18,-17.08,15.12,-36.26
-1,-0.39,-0.19,-4.27,0.63,-28.7
-0.98,-0.45,-0.27,12.11,-11.27,-23.24
-0.97,-0.37,-0.37,24.29,-13.51,-20.3
-1.01,-0.26,-0.45,29.89,-11.34,-18.34
-1.07,-0.14,-0.48,29.82,-12.95,-15.68
-1.12,-0.04,-0.51,25.9,-15.47,-14.63
-1.18,0.05,-0.45,18.69,-19.46,-15.82
-1.25,0.13,-0.37,10.71,-27.72,-15.26
-1.32,0.2,-0.3,3.99,-39.97,-11.76
-1.41,0.23,-0.24,-3.5,-51.31,-7.35
-1.5,0.22,-0.18,-12.04,-64.61,-4.27
-1.54,0.14,-0.11,-12.88,-82.81,2.17
-1.5,0.04,-0.06,-13.3,-105.14,11.2
-1.34,-0.01,-0.19,-20.09,-118.23,24.85
-1.19,-0.08,-0.34,-27.37,-123.69,39.06
-0.93,-0.14,-0.42,-33.95,-112.7,55.51
-0.81,-0.18,-0.47,-38.85,-103.81,69.93
-0.83,-0.15,-0.52,-46.2,-97.51,77.63
-0.89,-0.17,-0.61,-48.86,-100.66,84.7
-0.91,-0.13,-0.65,-57.54,-101.36,90.93
-0.94,-0.15,-0.69,-62.79,-98.98,96.88
-1,-0.21,-0.71,-71.61,-97.58,100.52
-1.02,-0.24,-0.73,-82.39,-88.9,103.53
-1.05,-0.26,-0.71,-95.97,-80.15,104.23
-1.1,-0.34,-0.68,-109.13,-69.93,97.16
-1.1,-0.41,-0.61,-112.7,-67.97,89.18
-1.05,-0.49,-0.65,-104.93,-67.55,88.9
-0.97,-0.43,-0.67,-100.8,-59.99,96.74
-0.94,-0.47,-0.73,-97.23,-48.09,101.15
-0.92,-0.52,-0.76,-82.53,-34.02,105.56
-0.9,-0.44,-0.75,-65.24,-25.55,108.15
-0.85,-0.36,-0.7,-66.71,-21.42,107.66
-0.91,-0.26,-0.55,-71.12,-18.48,105.7
-0.81,-0.23,-0.49,-68.25,-11.83,100.66
-0.91,-0.15,-0.44,-75.88,-19.95,93.73
-0.85,-0.13,-0.47,-80.85,-21.14,86.31
-0.77,-0.17,-0.5,-84.7,-15.96,80.29
-0.73,-0.21,-0.48,-87.99,-9.17,75.39
-0.71,-0.21,-0.48,-94.57,-6.65,69.3
-0.69,-0.22,-0.47,-103.25,-7.07,57.96
-0.7,-0.2,-0.5,-112.84,-5.32,47.25
-0.68,-0.16,-0.51,-129.22,-2.1,38.29
-0.64,-0.18,-0.54,-135.94,3.92,30.24
-0.62,-0.18,-0.54,-137.97,6.09,22.54
-0.62,-0.22,-0.49,-136.15,4.2,14.77
-0.6,-0.25,-0.45,-134.89,2.66,7.77
-0.59,-0.3,-0.42,-133.91,3.29,1.82
-0.59,-0.36,-0.39,-131.46,4.48,-4.13
-0.59,-0.4,-0.34,-127.96,6.44,-7.63
-0.64,-0.42,-0.31,-125.3,6.16,-10.01
-0.67,-0.42,-0.26,-120.26,6.16,-11.97
-0.72,-0.4,-0.21,-117.88,7.7,-13.93
-0.77,-0.36,-0.19,-115.5,10.99,-15.33
-0.83,-0.31,-0.16,-113.61,15.05,-34.93
-0.9,-0.25,-0.16,-108.36,18.76,-21.21
-0.93,-0.19,-0.14,-101.85,20.86,-19.81
-0.99,-0.14,-0.11,-91.56,19.67,-19.11
-1.02,-0.1,-0.07,-78.89,15.89,-19.39
-1.04,-0.06,-0.03,-70.35,13.37,-18.62
-0.98,-0.02,-0.07,-65.24,16.45,-18.55
-1,0.02,-0.05,-61.32,16.24,-19.04
-1.01,0.1,-0.04,-60.55,17.99,-17.29
-1.04,0.21,-0.07,-57.4,25.13,-7.42
-1.1,0.38,-0.05,-55.58,27.16,5.95
-1.15,0.59,-0.08,-55.65,26.6,20.44
-1.2,0.82,-0.14,-60.76,26.95,35.56
-1.22,0.99,-0.25,-63.98,27.72,46.9
-1.23,1.03,-0.29,-64.68,26.25,46.62
-1.26,0.95,-0.31,-77,19.74,36.75
-1.21,0.78,-0.29,-93.59,10.57,22.61
-1.08,0.57,-0.3,-114.52,5.11,6.02
-0.93,0.34,-0.33,-123.9,3.5,-9.03
-0.79,0.15,-0.33,-128.59,6.23,-21.35
-0.72,-0.03,-0.32,-128.31,11.62,-32.34
-0.63,-0.22,-0.36,-124.46,19.88,-44.24
-0.62,-0.34,-0.38,-116.62,30.03,-49.21
-0.65,-0.36,-0.42,-105.91,37.94,-51.31
-0.78,-0.35,-0.39,-95.41,42.56,-51.87
-1.05,-0.33,-0.28,-90.58,41.3,-51.59
-1.4,-0.23,-0.09,-85.26,29.89,-48.44
-1.66,-0.11,0.04,-73.85,18.83,-43.19
-1.8,0,0.23,-52.57,6.23,-43.75
-1.99,0.16,0.3,-38.99,6.09,-42.98
-2.14,0.08,0.18,-43.12,15.75,-39.62
-1.95,-0.22,0.05,-24.5,10.64,-22.12
-1.28,-0.49,-0.37,10.22,-38.57,8.68
-0.44,-0.64,-0.49,25.13,-75.95,14.84
-0.12,-0.62,-0.61,40.32,-76.02,8.82
0.08,-0.58,-0.76,32.34,-49.7,-14.91
0.2,-0.67,-0.83,13.58,-4.9,-43.61
0.08,-0.59,-0.94,15.61,26.6,-56.35
-0.18,-0.42,-1.1,-11.27,53.41,-59.71
-0.61,-0.22,-1.01,-36.75,51.31,-63.7
-0.96,-0.14,-0.89,-45.36,39.06,-60.97
-1.19,-0.03,-0.75,-44.66,27.02,-60.48
-1.31,0.05,-0.55,-36.82,18.9,-62.65
-1.37,0.17,-0.34,-28.07,13.44,-68.25
-1.28,0.3,-0.21,-33.53,14.49,-72.94
-1.17,0.24,-0.22,-27.44,14.56,-72.38
-1.04,0.09,-0.37,-19.39,12.18,-72.17
-0.85,-0.1,-0.51,1.33,14.63,-66.85
-0.77,-0.35,-0.62,33.6,17.78,-62.09
-0.78,-0.34,-0.68,47.46,19.11,-60.55
-0.8,-0.34,-0.65,31.64,17.01,-63.91
-0.74,-0.37,-0.46,13.65,23.52,-69.44
-0.77,-0.45,-0.31,7.77,25.41,-71.61
-0.8,-0.46,-0.2,6.51,27.02,-73.15
-0.83,-0.34,-0.18,-5.25,26.88,-78.05
-0.87,-0.35,-0.25,-9.1,24.78,-81.69
-0.91,-0.24,-0.33,-10.64,20.51,-84.07
-0.89,-0.19,-0.35,-15.4,17.92,-85.61
-0.87,-0.13,-0.34,-16.8,19.39,-85.89
-0.89,-0.06,-0.33,-19.18,21.63,-85.75
-0.88,-0.04,-0.33,-25.13,21,-85.68
-0.87,-0.07,-0.34,-30.59,20.51,-85.12
-0.87,-0.1,-0.33,-32.2,20.65,-83.58
-0.87,-0.14,-0.33,-31.29,21.42,-81.76
-0.87,-0.16,-0.34,-32.48,21,-80.43
-0.89,-0.2,-0.34,-35.7,20.44,-79.87
-0.89,-0.22,-0.34,-39.27,19.04,-80.15
-0.9,-0.21,-0.34,-42.77,16.66,-79.8
-0.91,-0.18,-0.34,-46.27,15.12,-79.1
-0.93,-0.15,-0.35,-47.25,14.07,-77.98
-0.95,-0.13,-0.35,-44.17,14.63,-77
-0.97,-0.11,-0.38,-39.55,13.86,-76.72
-0.98,-0.08,-0.39,-38.57,12.6,-78.12
-0.98,-0.04,-0.4,-40.6,11.55,-79.87
-0.98,-0.01,-0.39,-44.66,10.29,-80.29
-1,0.08,-0.37,-51.8,7.49,-78.89
-1.01,0.13,-0.31,-56.49,6.23,-74.06
-1.03,0.15,-0.19,-59.57,6.23,-65.73
-1.06,0.12,-0.13,-64.12,8.33,-52.08
-1.16,0.07,-0.09,-69.02,10.08,-37.38
-1.21,-0.06,-0.14,-67.13,10.78,-26.32
-1.26,-0.16,-0.11,-55.72,1.4,-20.58
-1.27,-0.26,-0.08,-46.06,-9.8,-14.98
-1.25,-0.28,-0.02,-33.6,-19.6,-8.68
-1.25,-0.22,0.01,-23.66,-28.77,16.45
-1.26,-0.05,0.01,-14.91,-38.01,9.94
-1.27,0.03,-0.07,-8.75,-46.13,17.85
-1.32,0.12,0.01,7,-65.45,31.5
-1.37,0.21,0.02,22.12,-84.84,45.78
-1.48,0.31,-0.07,25.34,-98.42,58.03
-1.6,0.42,-0.25,13.72,-110.46,69.58
-1.7,0.51,-0.32,-12.95,-129.43,77.98
-1.68,0.44,-0.36,-47.67,-139.93,81.48
-1.57,0.2,-0.42,-77.91,-148.75,83.93
-1.28,-0.05,-0.48,-95.27,-145.39,86.87
-1.21,-0.2,-0.54,-109.97,-137.9,94.5
-1.18,-0.45,-0.67,-113.89,-116.69,100.94
-1.28,-0.62,-0.9,-116.62,-103.32,106.4
-1.3,-0.94,-1.12,-110.95,-101.36,115.64
-1.2,-1.05,-1.4,-90.44,-105.98,120.19
-0.93,-0.93,-1.54,-44.94,-84.28,123.97
-0.84,-0.59,-1.39,-22.05,-73.22,124.39
-0.8,-0.26,-1.07,-27.09,-69.37,119.77
-0.87,-0.16,-0.73,-30.52,-70.28,116.41
-0.92,-0.13,-0.55,-26.74,-72.17,119.49
-0.95,-0.15,-0.39,-29.33,-70.98,121.8
-0.94,-0.17,-0.3,-34.44,-62.51,120.75
-0.91,-0.17,-0.28,-44.17,-42.07,119.42
-1.12,-0.11,-0.35,-68.18,-37.73,116.13
-0.87,-0.2,-0.34,-84.77,-28.49,105.91
-0.81,-0.23,-0.43,-91.7,-27.16,94.08
-0.73,-0.28,-0.45,-89.11,-26.32,80.71
-0.66,-0.33,-0.44,-81.48,-28.56,72.8
-0.62,-0.34,-0.41,-76.09,-25.97,68.04
-0.62,-0.33,-0.36,-70.21,-24.78,63.42
-0.63,-0.33,-0.3,-63.7,-23.87,57.54
-0.62,-0.31,-0.22,-59.36,-19.95,51.8
-0.61,-0.3,-0.17,-57.96,-14.63,44.66
-0.59,-0.29,-0.15,-57.05,-7.77,34.09
-0.57,-0.3,-0.15,-58.38,-0.77,24.78
-0.52,-0.32,-0.16,-58.45,5.04,15.26
-0.48,-0.33,-0.14,-55.44,9.45,7.28
-0.43,-0.33,-0.11,-50.54,14.98,0.56
-0.41,-0.32,-0.09,-45.01,22.54,-6.09
-0.41,-0.3,-0.08,-38.01,30.03,-11.9
-0.43,-0.26,-0.08,-32.13,35.63,-19.46
-0.47,-0.21,-0.07,-28.21,39.41,-26.53
-0.55,-0.14,-0.06,-26.6,38.5,-32.69
-0.62,-0.08,-0.05,-25.27,35.84,-39.69
-0.66,-0.02,-0.06,-25.27,31.22,-44.8
-0.68,0,-0.05,-24.22,27.65,-48.16
-0.66,-0.01,-0.05,-21.14,25.55,-50.89
-0.63,-0.06,-0.05,-15.33,24.57,-50.33
-0.62,-0.09,-0.05,-7.07,24.22,-47.67
-0.62,-0.12,-0.05,2.1,23.31,-43.33
-0.64,-0.13,-0.04,16.03,21.14,-38.85
-0.66,-0.12,-0.02,24.64,21.42,-35.56
-0.69,-0.09,0.02,29.47,21.84,-34.23
-0.74,-0.03,0.06,28.49,20.86,-35.28
-0.79,0.07,0.07,23.52,19.53,-37.73
-0.82,0.17,0.04,19.25,13.72,-44.31
-0.83,0.27,-0.03,14.84,9.03,-52.85
-0.86,0.35,-0.12,8.75,3.92,-60.06
-0.89,0.39,-0.23,6.16,1.61,-61.74
-0.92,0.4,-0.3,5.39,1.82,-59.43
-1.01,0.38,-0.27,1.05,0.7,-48.65
-1.05,0.3,-0.27,-2.31,12.46,-40.04
-1.09,0.18,-0.14,-15.19,14.7,-39.48
-1.1,0.1,-0.02,-24.15,11.2,-42.63
-1.06,0.06,0.07,-26.18,7.21,-46.13
-1,0.03,0.11,-17.85,10.43,-44.38
-0.93,0.02,0.09,-10.64,13.44,-39.76
-0.89,-0.02,0.05,-5.6,15.75,-36.12
-0.9,-0.08,0,-5.11,17.92,-34.23
-0.9,-0.12,-0.05,-6.23,20.79,-35.91
-0.94,-0.16,-0.08,-8.54,26.11,-37.59
-0.93,-0.15,-0.1,-10.22,32.27,-40.25
-0.98,-0.15,-0.05,-9.03,40.46,-40.95
-1.08,0.12,0.08,-8.47,52.15,-23.45
-1.38,-0.01,0.07,-7.91,68.95,-12.39
-1.96,-0.09,-0.11,-12.95,74.9,-11.48
-2.18,-0.16,-0.45,13.44,66.5,-20.86
-1.84,-0.15,-0.96,17.99,29.82,-27.3
-1.06,-0.1,-1.25,19.18,-6.44,-23.66
-0.52,-0.18,-1.23,23.17,3.22,-0.7
-1.27,-0.11,-0.89,-6.37,33.11,30.59
-2.7,-0.12,-0.47,-41.51,33.88,58.94
-3.9,0.51,0.23,-31.43,34.86,71.96
-3,1.92,1.28,28,65.87,40.39
-1.51,0.93,0.42,-80.36,-35.77,2.59
-0.71,-0.18,-1.36,-24.08,-94.43,2.66
0.12,-0.75,-2.08,88.41,-128.03,21.98
0.81,-1.19,-1.97,206.22,-93.45,19.74
0.34,-1.38,-1.45,180.53,-36.54,-31.08
0.07,-1.29,-0.54,12.32,59.15,-69.23
-0.34,-1.45,0.23,-111.02,129.43,-53.48
-1.26,-1.41,0.22,-72.87,136.71,-45.78
-1.54,-0.95,0.03,-1.26,111.09,-41.51
-1.78,-0.28,-0.13,35.49,56.7,-40.18
-1.65,0.1,-0.13,46.41,16.38,-35.14
-1.44,0.38,-0.19,44.59,-1.54,-28.84
-1.28,0.61,-0.23,42.84,-11.62,-30.8
-0.96,0.69,-0.25,33.6,-7.42,-34.86
-0.7,0.57,-0.26,19.32,5.74,-35.49
-0.61,0.36,-0.26,11.2,7.28,-32.62
-0.58,0.12,-0.3,3.5,5.53,-31.43
-0.59,0,-0.28,-4.69,9.24,-32.69
-0.65,-0.06,-0.22,-11.34,15.05,-33.74
-0.69,-0.06,-0.15,-16.8,14.98,-32.13
-0.76,0.01,-0.1,-18.97,11.55,-27.51
-0.87,0.15,-0.08,-23.45,10.01,-21.14
-1.02,0.28,-0.08,-32.41,9.8,-13.86
-1.19,0.39,-0.1,-44.17,4.62,-7.49
-1.26,0.42,-0.17,-53.41,-7.56,-6.37
-1.19,0.4,-0.24,-56.56,-18.69,-10.57
-1,0.34,-0.27,-56.28,-28.56,-15.12
-0.87,0.27,-0.23,-57.12,-34.51,-17.01
-0.77,0.19,-0.12,-53.48,-39.13,-14.42
-0.69,0.14,0.01,-49.77,-37.52,-7
-0.67,0.07,0.09,-49.28,-33.39,-1.89
-0.66,-0.01,0.09,-51.38,-30.52,1.12
-0.65,-0.08,0,-52.43,-30.1,4.97
-0.67,-0.12,-0.13,-45.99,-30.52,12.81
-0.73,-0.12,-0.21,-38.29,-27.23,21.84
-0.73,-0.07,-0.3,-33.39,-28.63,27.09
-0.67,-0.16,-0.35,-23.66,-28.63,30.94
-0.6,-0.19,-0.35,-12.88,-27.09,31.43
-0.56,-0.21,-0.35,-9.17,-24.57,28.21
-0.55,-0.24,-0.35,-7.84,-24.99,24.78
-0.55,-0.31,-0.3,2.31,-21.42,24.36
-0.6,-0.3,-0.2,10.92,-12.67,24.78
-0.66,-0.26,-0.22,17.85,-5.39,24.36
-0.74,-0.2,-0.22,17.36,-0.28,21
-0.8,-0.17,-0.27,10.57,-0.28,18.48
-0.87,-0.13,-0.33,10.01,-2.52,19.18
-0.9,0.02,-0.32,3.5,2.03,22.82
